ID,Language,Form,Cognate Set,Concept,Source
1713,Rama,alkuk,ch,HEAR,Constenla Umaña 2005
1714,Maléku Jaíka,tai:ki,c,HEAR,Constenla Umaña 2005
1715,Boruca,dóxk,d,HEAR,Constenla Umaña 2005
1716,Bribri,stsɪ,e,HEAR,Constenla Umaña 2005
1717,Cabécar,ksɪ,e,HEAR,Constenla Umaña 2005
1718,Teribe,kúk,ch,HEAR,Constenla Umaña 2005
1719,Ngäbere,nu,d,HEAR,Constenla Umaña 2005
1720,Boruca,tʃuge,d,HEAR,Constenla Umaña 2005
1721,Dorasque,tuktá,,HEAR,Constenla Umaña 2005
1722,San Blas Kuna,itto,,HEAR,Constenla Umaña 2005
1723,Cogui,'nuk,d,HEAR,Constenla Umaña 2005
1724,Ika,'noʔkw,d,HEAR,Constenla Umaña 2005
1725,Damana,nɨh'kwa,d,HEAR,Constenla Umaña 2005
1726,Chimila,nok,d,HEAR,Constenla Umaña 2005
1727,Chibcha,nɨpkua,b,HEAR,Constenla Umaña 2005
1728,Central Tunebo,ɾaʔ,b,HEAR,Constenla Umaña 2005
1729,Barí,ana:,b,HEAR,Constenla Umaña 2005
1730,Lenca-Salvador,sap,a,EYE,Constenla Umaña 2005
1731,Lenca-Honduras,sarin,a,EYE,Constenla Umaña 2005
1732,Cacaopera,kunn,,EYE,Constenla Umaña 2005
1733,Mayangna,makpa,b,EYE,Constenla Umaña 2005
1734,Ulua,makdaka,b,EYE,Constenla Umaña 2005
1735,Mískito,nakra,,EYE,Constenla Umaña 2005
1736,Pech,wà,c,EYE,Constenla Umaña 2005
1737,Rama,up,c,EYE,Constenla Umaña 2005
1738,Maléku Jaíka,ɸiɬi,,EYE,Constenla Umaña 2005
1739,Boruca,kàʔíʃ kúb,,EYE,Constenla Umaña 2005
1740,Bribri,uʊ́baɺà,c,EYE,Constenla Umaña 2005
1741,Cabécar,uʊ́baɺà,c,EYE,Constenla Umaña 2005
1742,Teribe,bòkuò,c,EYE,Constenla Umaña 2005
1743,Ngäbere,okwɔ,ch,EYE,Constenla Umaña 2005
1744,Boruca,gwagwa,c,EYE,Constenla Umaña 2005
1745,Dorasque,okó,ch,EYE,Constenla Umaña 2005
1746,San Blas Kuna,ipia,,EYE,Constenla Umaña 2005
1747,Cogui,'uba,c,EYE,Constenla Umaña 2005
1748,Ika,'umɨ,c,EYE,Constenla Umaña 2005
1749,Damana,uma,c,EYE,Constenla Umaña 2005
1750,Chimila,wa:kwa,c,EYE,Constenla Umaña 2005
1751,Chibcha,upkua,c,EYE,Constenla Umaña 2005
1752,Central Tunebo,'uba,c,EYE,Constenla Umaña 2005
1753,Barí,o:,c,EYE,Constenla Umaña 2005
1754,Lenca-Salvador,ʃuʃi,a,SMELL,Constenla Umaña 2005
1755,Lenca-Honduras,suis,a,SMELL,Constenla Umaña 2005
1756,Cacaopera,alawa,b,SMELL,Constenla Umaña 2005
1757,Mayangna,walap,b,SMELL,Constenla Umaña 2005
1758,Ulua,um,,SMELL,Constenla Umaña 2005
1759,Mískito,kja wal,,SMELL,Constenla Umaña 2005
1760,Pech,õ̀h,,SMELL,Constenla Umaña 2005
1761,Rama,ŋu:k,,SMELL,Constenla Umaña 2005
1762,Maléku Jaíka,u:ɬa,,SMELL,Constenla Umaña 2005
1763,Boruca,súk,,SMELL,Constenla Umaña 2005
1764,Bribri,aɺá stsɪ,c,SMELL,Constenla Umaña 2005
1765,Cabécar,haɺa ssɪ,c,SMELL,Constenla Umaña 2005
1766,Teribe,ɺoʃík,,SMELL,Constenla Umaña 2005
1767,Ngäbere,ɾɔse,c,SMELL,Constenla Umaña 2005
1768,Boruca,ɲáhwẽ,,SMELL,Constenla Umaña 2005
1769,Dorasque,,,SMELL,Constenla Umaña 2005
1770,San Blas Kuna,u,,SMELL,Constenla Umaña 2005
1771,Cogui,'hungu,,SMELL,Constenla Umaña 2005
1772,Ika,ɾeʔbuss,,SMELL,Constenla Umaña 2005
1773,Damana,nɨkɨnatuʒi,,SMELL,Constenla Umaña 2005
1774,Chimila,'mo:,,SMELL,Constenla Umaña 2005
1775,Chibcha,mɨskɨ,,SMELL,Constenla Umaña 2005
1776,Central Tunebo,'ina jah,,SMELL,Constenla Umaña 2005
1777,Barí,atu,,SMELL,Constenla Umaña 2005
1778,Lenca-Salvador,tokoro,a,EAR,Constenla Umaña 2005
1779,Lenca-Honduras,jaN,,EAR,Constenla Umaña 2005
1780,Cacaopera,tupa,b,EAR,Constenla Umaña 2005
1781,Mayangna,tapa,b,EAR,Constenla Umaña 2005
1782,Ulwa,tapa,b,EAR,Constenla Umaña 2005
1783,Mískito,kjama,,EAR,Constenla Umaña 2005
1784,Pech,sũh,,EAR,Constenla Umaña 2005
1785,Rama,kuka:,c,EAR,Constenla Umaña 2005
1786,Maléku Jaíka,toko:,a,EAR,Constenla Umaña 2005
1787,Boruca,kuágàx,c,EAR,Constenla Umaña 2005
1788,Bribri,kukʊ́,c,EAR,Constenla Umaña 2005
1789,Cabécar,kukʊ́,c,EAR,Constenla Umaña 2005
1790,Teribe,kuòŋuó,c,EAR,Constenla Umaña 2005
1791,Ngäbere,olo,ch,EAR,Constenla Umaña 2005
1792,Boruca,olo,ch,EAR,Constenla Umaña 2005
1793,Dorasque,kugá,c,EAR,Constenla Umaña 2005
1794,San Blas Kuna,uaja,,EAR,Constenla Umaña 2005
1795,Cogui,'kuka,c,EAR,Constenla Umaña 2005
1796,Ika,'kukkwɨ,c,EAR,Constenla Umaña 2005
1797,Damana,ku'kwa,c,EAR,Constenla Umaña 2005
1798,Chimila,ku:saka,c,EAR,Constenla Umaña 2005
1799,Chibcha,kuhuka,c,EAR,Constenla Umaña 2005
1800,Central Tunebo,kuhka'ha,c,EAR,Constenla Umaña 2005
1801,Barí,kokti,c,EAR,Constenla Umaña 2005
1802,Lenca-Salvador,t'ani,,FATHER,Constenla Umaña 2005
1803,Lenca-Honduras,papa,a,FATHER,Constenla Umaña 2005
1804,Cacaopera,wapa,a,FATHER,Constenla Umaña 2005
1805,Mayangna,papaŋ,a,FATHER,Constenla Umaña 2005
1806,Ulwa,papaŋ,a,FATHER,Constenla Umaña 2005
1807,Mískito,ajsa,,FATHER,Constenla Umaña 2005
1808,Pech,tù:s,b,FATHER,Constenla Umaña 2005
1809,Rama,tuŋ,b,FATHER,Constenla Umaña 2005
1810,Maléku Jaíka,sa,,FATHER,Constenla Umaña 2005
1811,Boruca,dʒèbèxt,,FATHER,Constenla Umaña 2005
1812,Bribri,dʒɪ̂,,FATHER,Constenla Umaña 2005
1813,Cabécar,kákà,c,FATHER,Constenla Umaña 2005
1814,Teribe,kʰók,c,FATHER,Constenla Umaña 2005
1815,Ngäbere,rɯ̃,,FATHER,Constenla Umaña 2005
1816,Boruca,ɲenu,,FATHER,Constenla Umaña 2005
1817,Dorasque,su,,FATHER,Constenla Umaña 2005
1818,San Blas Kuna,papa,a,FATHER,Constenla Umaña 2005
1819,Cogui,'hate,ch,FATHER,Constenla Umaña 2005
1820,Ika,'kakɨ,c,FATHER,Constenla Umaña 2005
1821,Damana,ade,ch,FATHER,Constenla Umaña 2005
1822,Kankuamo,káke,c,FATHER,Constenla Umaña 2005
1823,Chimila,dʒiaw,,FATHER,Constenla Umaña 2005
1824,Chibcha,paβa,,FATHER,Constenla Umaña 2005
1825,Central Tunebo,te'ta,d,FATHER,Constenla Umaña 2005
1826,Barí,taikda,d,FATHER,Constenla Umaña 2005
1827,Lenca-Salvador,ts'iriʃki,a,SMALL,Constenla Umaña 2005
1828,Lenca-Honduras,pori,,SMALL,Constenla Umaña 2005
1829,Cacaopera,tʃiki,a,SMALL,Constenla Umaña 2005
1830,Mayangna,bini,b,SMALL,Constenla Umaña 2005
1831,Ulwa,baka,b,SMALL,Constenla Umaña 2005
1832,Mískito,sirpi,a,SMALL,Constenla Umaña 2005
1833,Pech,jéʔ,,SMALL,Constenla Umaña 2005
1834,Rama,suksuk,,SMALL,Constenla Umaña 2005
1835,Maléku Jaíka,noko:tʃa:,,SMALL,Constenla Umaña 2005
1836,Boruca,ìstàmúɾá,,SMALL,Constenla Umaña 2005
1837,Bribri,tsǐd,a,SMALL,Constenla Umaña 2005
1838,Cabécar,dʒuɺɪ́ɺà,,SMALL,Constenla Umaña 2005
1839,Teribe,tíɾà,a,SMALL,Constenla Umaña 2005
1840,Ngäbere,tʃi,a,SMALL,Constenla Umaña 2005
1841,Boruca,soli,,SMALL,Constenla Umaña 2005
1842,Dorasque,chital,a,SMALL,Constenla Umaña 2005
1843,San Blas Kuna,tottokwa,,SMALL,Constenla Umaña 2005
1844,Cogui,'nanguze,,SMALL,Constenla Umaña 2005
1845,Ika,in'gɨkawa,c,SMALL,Constenla Umaña 2005
1846,Damana,'akwia,,SMALL,Constenla Umaña 2005
1847,Chimila,'dissu'tuʔ,,SMALL,Constenla Umaña 2005
1848,Chibcha,inɣe tsunɣa,c,SMALL,Constenla Umaña 2005
1849,Central Tunebo,'konuɾo,,SMALL,Constenla Umaña 2005
1850,Barí,baku,,SMALL,Constenla Umaña 2005
1851,Lenca-Salvador,ʃuʃu,a,DOG,Constenla Umaña 2005
1852,Lenca-Honduras,suj,a,DOG,Constenla Umaña 2005
1853,Cacaopera,alu,,DOG,Constenla Umaña 2005
1854,Mayangna,sulu,a,DOG,Constenla Umaña 2005
1855,Ulwa,sulu,a,DOG,Constenla Umaña 2005
1856,Mískito,jul,,DOG,Constenla Umaña 2005
1857,Pech,ʃúʃù,a,DOG,Constenla Umaña 2005
1858,Rama,tausuŋ,,DOG,Constenla Umaña 2005
1859,Maléku Jaíka,au:si,,DOG,Constenla Umaña 2005
1860,Boruca,àúx,,DOG,Constenla Umaña 2005
1861,Bribri,tʃítʃì,b,DOG,Constenla Umaña 2005
1862,Cabécar,tʃítʃì,b,DOG,Constenla Umaña 2005
1863,Teribe,ʃíʃì,,DOG,Constenla Umaña 2005
1864,Ngäbere,nu,c,DOG,Constenla Umaña 2005
1865,Boruca,to,c,DOG,Constenla Umaña 2005
1866,Dorasque,bilo,,DOG,Constenla Umaña 2005
1867,San Blas Kuna,atʃu,,DOG,Constenla Umaña 2005
1868,Cogui,'pio,,DOG,Constenla Umaña 2005
1869,Ika,'peɾɨ,,DOG,Constenla Umaña 2005
1870,Damana,kɨnsi,,DOG,Constenla Umaña 2005
1871,Chimila,pe:kɾu,,DOG,Constenla Umaña 2005
1872,Chibcha,to,c,DOG,Constenla Umaña 2005
1873,Central Tunebo,'bajaɾa,,DOG,Constenla Umaña 2005
1874,Barí,nunaba.,,DOG,Constenla Umaña 2005
1875,Lenca-Salvador,t'ili,a,HEAVY,Constenla Umaña 2005
1876,Lenca-Honduras,tiliba,a,HEAVY,Constenla Umaña 2005
1877,Cacaopera,wim,b,HEAVY,Constenla Umaña 2005
1878,Mayangna,tihni,a,HEAVY,Constenla Umaña 2005
1879,Ulua,ti:ka,a,HEAVY,Constenla Umaña 2005
1880,Mískito,wira,b,HEAVY,Constenla Umaña 2005
1881,Pech,tè na,,HEAVY,Constenla Umaña 2005
1882,Rama,,,HEAVY,Constenla Umaña 2005
1883,Maléku Jaíka,taikɬaka: ipiki:teŋe:,,HEAVY,Constenla Umaña 2005
1884,Boruca,tsìsóŋ,,HEAVY,Constenla Umaña 2005
1885,Bribri,ẽ̂xkẽ̌,,HEAVY,Constenla Umaña 2005
1886,Cabécar,kidíi,,HEAVY,Constenla Umaña 2005
1887,Teribe,kuíŋ,,HEAVY,Constenla Umaña 2005
1888,Ngäbere,dɔbɔgɔ,,HEAVY,Constenla Umaña 2005
1889,Boruca,gaba,,HEAVY,Constenla Umaña 2005
1890,Dorasque,,,HEAVY,Constenla Umaña 2005
1891,San Blas Kuna,ukkusuli,,HEAVY,Constenla Umaña 2005
1892,Cogui,matʃu ak'ze,c,HEAVY,Constenla Umaña 2005
1893,Ika,mɨaʔ'zɨna,c,HEAVY,Constenla Umaña 2005
1894,Damana,gɨ anʒɨnga,,HEAVY,Constenla Umaña 2005
1895,Chimila,'dikkoʔ,,HEAVY,Constenla Umaña 2005
1896,Chibcha,βihitsko,,HEAVY,Constenla Umaña 2005
1897,Central Tunebo,si'naɾa,,HEAVY,Constenla Umaña 2005
1898,Barí,a:bani.,,HEAVY,Constenla Umaña 2005
1899,Lenca-Salvador,ʃok'in,a,FISH,Constenla Umaña 2005
1900,Lenca-Honduras,sua,a,FISH,Constenla Umaña 2005
1901,Cacaopera,jal,,FISH,Constenla Umaña 2005
1902,Mayangna,was padini,b,FISH,Constenla Umaña 2005
1903,Ulua,was padika,b,FISH,Constenla Umaña 2005
1904,Mískito,inska,,FISH,Constenla Umaña 2005
1905,Pech,ùʃã̀,c,FISH,Constenla Umaña 2005
1906,Rama,salpka,,FISH,Constenla Umaña 2005
1907,Maléku Jaíka,muɬu:,,FISH,Constenla Umaña 2005
1908,Boruca,ùŋ,c,FISH,Constenla Umaña 2005
1909,Bribri,dibã́,d,FISH,Constenla Umaña 2005
1910,Cabécar,dibã̀,d,FISH,Constenla Umaña 2005
1911,Teribe,mà,c,FISH,Constenla Umaña 2005
1912,Ngäbere,gwa,c,FISH,Constenla Umaña 2005
1913,Boruca,ŋwe,c,FISH,Constenla Umaña 2005
1914,Dorasque,kisi,,FISH,Constenla Umaña 2005
1915,San Blas Kuna,ua,c,FISH,Constenla Umaña 2005
1916,Cogui,ũa,c,FISH,Constenla Umaña 2005
1917,Ika,'wakɨ,c,FISH,Constenla Umaña 2005
1918,Damana,waka,c,FISH,Constenla Umaña 2005
1919,Chimila,wa:ŋgɾa:ʔ,c,FISH,Constenla Umaña 2005
1920,Chibcha,ɣua,c,FISH,Constenla Umaña 2005
1921,Central Tunebo,'ɾiʔ 'ɾuwa,,FISH,Constenla Umaña 2005
1922,Barí,tai.,,FISH,Constenla Umaña 2005
1923,Lenca-Salvador,waʃaka,a,FOOT,Constenla Umaña 2005
1924,Lenca-Honduras,gwal,a,FOOT,Constenla Umaña 2005
1925,Cacaopera,si'lin,,FOOT,Constenla Umaña 2005
1926,Mayangna,kal,b,FOOT,Constenla Umaña 2005
1927,Ulua,kal,b,FOOT,Constenla Umaña 2005
1928,Mískito,mina,,FOOT,Constenla Umaña 2005
1929,Pech,tàh,,FOOT,Constenla Umaña 2005
1930,Rama,ka:t,b,FOOT,Constenla Umaña 2005
1931,Maléku Jaíka,ɬo:ki tʃa:,,FOOT,Constenla Umaña 2005
1932,Boruca,kùɾáskuà,,FOOT,Constenla Umaña 2005
1933,Bribri,kaɺʊ́,b,FOOT,Constenla Umaña 2005
1934,Cabécar,kaɺʊ́,b,FOOT,Constenla Umaña 2005
1935,Teribe,ʃkóŋ,c,FOOT,Constenla Umaña 2005
1936,Ngäbere,ŋoto,,FOOT,Constenla Umaña 2005
1937,Boruca,seɾa,ch,FOOT,Constenla Umaña 2005
1938,Dorasque,ser,ch,FOOT,Constenla Umaña 2005
1939,San Blas Kuna,naka,c,FOOT,Constenla Umaña 2005
1940,Cogui,kasa,d,FOOT,Constenla Umaña 2005
1941,Ika,'kəttɨ,d,FOOT,Constenla Umaña 2005
1942,Damana,kɨ'sa,d,FOOT,Constenla Umaña 2005
1943,Chimila,ka:sa,d,FOOT,Constenla Umaña 2005
1944,Chibcha,kihitʲa,d,FOOT,Constenla Umaña 2005
1945,Central Tunebo,'kesa,d,FOOT,Constenla Umaña 2005
1946,Barí,kihtu:,d,FOOT,Constenla Umaña 2005
1947,Lenca-Salvador,ke,a,STONE,Constenla Umaña 2005
1948,Lenca-Honduras,ke,a,STONE,Constenla Umaña 2005
1949,Cacaopera,apa,b,STONE,Constenla Umaña 2005
1950,Mayangna,ki,a,STONE,Constenla Umaña 2005
1951,Ulua,ki,a,STONE,Constenla Umaña 2005
1952,Mískito,walpa,b,STONE,Constenla Umaña 2005
1953,Pech,sàʔ,,STONE,Constenla Umaña 2005
1954,Rama,ŋali:ŋ,,STONE,Constenla Umaña 2005
1955,Maléku Jaíka,oktaɾa:,c,STONE,Constenla Umaña 2005
1956,Boruca,káŋ,a,STONE,Constenla Umaña 2005
1957,Bribri,âk,c,STONE,Constenla Umaña 2005
1958,Cabécar,hák,c,STONE,Constenla Umaña 2005
1959,Teribe,àk,c,STONE,Constenla Umaña 2005
1960,Ngäbere,hɔ,c,STONE,Constenla Umaña 2005
1961,Boruca,ke,a,STONE,Constenla Umaña 2005
1962,Dorasque,agá,c,STONE,Constenla Umaña 2005
1963,San Blas Kuna,akkwa,c,STONE,Constenla Umaña 2005
1964,Cogui,'hagi,c,STONE,Constenla Umaña 2005
1965,Ika,'aʔnɨ,c,STONE,Constenla Umaña 2005
1966,Damana,ɨgina,c,STONE,Constenla Umaña 2005
1967,Chimila,kɾe:kakwi,,STONE,Constenla Umaña 2005
1968,Chibcha,hɨka,c,STONE,Constenla Umaña 2005
1969,Central Tunebo,a'ka,c,STONE,Constenla Umaña 2005
1970,Barí,ã:,c,STONE,Constenla Umaña 2005
1971,Lenca-Salvador,pos,a,LEG,Constenla Umaña 2005
1972,Lenca-Honduras,kila,,LEG,Constenla Umaña 2005
1973,Cacaopera,sulm,,LEG,Constenla Umaña 2005
1974,Mayangna,barahmak,b,LEG,Constenla Umaña 2005
1975,Ulua,kalba,,LEG,Constenla Umaña 2005
1976,Mískito,kuhma,,LEG,Constenla Umaña 2005
1977,Pech,kapù:k,,LEG,Constenla Umaña 2005
1978,Rama,tukwa,c,LEG,Constenla Umaña 2005
1979,Maléku Jaíka,ɬo:ki ko:ɾa,,LEG,Constenla Umaña 2005
1980,Boruca,bùsíx,a,LEG,Constenla Umaña 2005
1981,Bribri,kaɺʊ́ kitʃà,ch,LEG,Constenla Umaña 2005
1982,Cabécar,kaɺʊ́ kitʃà,ch,LEG,Constenla Umaña 2005
1983,Teribe,kuóɾbò,,LEG,Constenla Umaña 2005
1984,Ngäbere,ŋɯɾe,,LEG,Constenla Umaña 2005
1985,Boruca,seɾagda,d,LEG,Constenla Umaña 2005
1986,Dorasque,séɾgala,d,LEG,Constenla Umaña 2005
1987,San Blas Kuna,naimali,,LEG,Constenla Umaña 2005
1988,Cogui,kala,b,LEG,Constenla Umaña 2005
1989,Ika,kánë,b,LEG,Constenla Umaña 2005
1990,Damana,kɨna,b,LEG,Constenla Umaña 2005
1991,Chimila,dukkwa,c,LEG,Constenla Umaña 2005
1992,Chibcha,ɣoka,,LEG,Constenla Umaña 2005
1993,Central Tunebo,kus'kaɾa,,LEG,Constenla Umaña 2005
1994,Barí,binĩ,,LEG,Constenla Umaña 2005
1995,Lenca-Salvador,tem,a,FLEA,Constenla Umaña 2005
1996,Lenca-Honduras,tem,a,FLEA,Constenla Umaña 2005
1997,Cacaopera,ru,,FLEA,Constenla Umaña 2005
1998,Mayangna,u:bak,b,FLEA,Constenla Umaña 2005
1999,Ulua,u:bak,b,FLEA,Constenla Umaña 2005
2000,Mískito,kũa,b,FLEA,Constenla Umaña 2005
2001,Pech,ù:,b,FLEA,Constenla Umaña 2005
2002,Rama,kuŋ,b,FLEA,Constenla Umaña 2005
2003,Maléku Jaíka,ku:,b,FLEA,Constenla Umaña 2005
2004,Boruca,kuá,b,FLEA,Constenla Umaña 2005
2005,Bribri,kṹ,b,FLEA,Constenla Umaña 2005
2006,Cabécar,kṹ,b,FLEA,Constenla Umaña 2005
2007,Teribe,kʰṹŋ,b,FLEA,Constenla Umaña 2005
2008,Ngäbere,kɯ̃,b,FLEA,Constenla Umaña 2005
2009,Boruca,kũ,b,FLEA,Constenla Umaña 2005
2010,Dorasque,kũ,b,FLEA,Constenla Umaña 2005
2011,San Blas Kuna,ku:,b,FLEA,Constenla Umaña 2005
2012,Cogui,ku'i,b,FLEA,Constenla Umaña 2005
2013,Ika,ku,b,FLEA,Constenla Umaña 2005
2014,Damana,sanze,,FLEA,Constenla Umaña 2005
2015,Chimila,ku:,b,FLEA,Constenla Umaña 2005
2016,Chibcha,kue,b,FLEA,Constenla Umaña 2005
2017,Central Tunebo,'kuɾia,b,FLEA,Constenla Umaña 2005
2018,Barí,ku,b,FLEA,Constenla Umaña 2005
2019,Lenca-Salvador,ʃumah,a,FEATHER,Constenla Umaña 2005
2020,Lenca-Honduras,suk,a,FEATHER,Constenla Umaña 2005
2021,Cacaopera,diju,,FEATHER,Constenla Umaña 2005
2022,Mayangna,butu,b,FEATHER,Constenla Umaña 2005
2023,Ulua,butu,b,FEATHER,Constenla Umaña 2005
2024,Mískito,taja,,FEATHER,Constenla Umaña 2005
2025,Pech,ṹs,,FEATHER,Constenla Umaña 2005
2026,Rama,a:bak,,FEATHER,Constenla Umaña 2005
2027,Maléku Jaíka,i:ɬa,,FEATHER,Constenla Umaña 2005
2028,Boruca,ká,c,FEATHER,Constenla Umaña 2005
2029,Bribri,kʊ́,c,FEATHER,Constenla Umaña 2005
2030,Cabécar,kʊ́,c,FEATHER,Constenla Umaña 2005
2031,Teribe,zók,,FEATHER,Constenla Umaña 2005
2032,Ngäbere,kɔ,c,FEATHER,Constenla Umaña 2005
2033,Boruca,ga,c,FEATHER,Constenla Umaña 2005
2034,Dorasque,shũl,a,FEATHER,Constenla Umaña 2005
2035,San Blas Kuna,apsala,d,FEATHER,Constenla Umaña 2005
2036,Cogui,gala,d,FEATHER,Constenla Umaña 2005
2037,Ika,'kwi,,FEATHER,Constenla Umaña 2005
2038,Damana,dungɨɾa,d,FEATHER,Constenla Umaña 2005
2039,Chimila,ga:,d,FEATHER,Constenla Umaña 2005
2040,Chibcha,ɣaka,,FEATHER,Constenla Umaña 2005
2041,Central Tunebo,ana'ɾa,d,FEATHER,Constenla Umaña 2005
2042,Barí,ãtĩ,,FEATHER,Constenla Umaña 2005
2043,Lenca-Salvador,tʃ'iNkira,a,FEW,Constenla Umaña 2005
2044,Lenca-Honduras,suntia,,FEW,Constenla Umaña 2005
2045,Cacaopera,dambaja,,FEW,Constenla Umaña 2005
2046,Mayangna,wajaki,b,FEW,Constenla Umaña 2005
2047,Ulua,wajakiki,b,FEW,Constenla Umaña 2005
2048,Mískito,ria,,FEW,Constenla Umaña 2005
2049,Pech,pò:kmã̀jh,,FEW,Constenla Umaña 2005
2050,Rama,paŋsak baik,,FEW,Constenla Umaña 2005
2051,Maléku Jaíka,epe:me taikɬaka:,,FEW,Constenla Umaña 2005
2052,Boruca,dòdʒéŋ,,FEW,Constenla Umaña 2005
2053,Bribri,uã̂uã̂d,c,FEW,Constenla Umaña 2005
2054,Cabécar,hũã́hũã́dã̀ɺà,c,FEW,Constenla Umaña 2005
2055,Teribe,tíɾàksò,a,FEW,Constenla Umaña 2005
2056,Ngäbere,bɾaibe,,FEW,Constenla Umaña 2005
2057,Boruca,bedre,,FEW,Constenla Umaña 2005
2058,Dorasque,hebbil,,FEW,Constenla Umaña 2005
2059,San Blas Kuna,itʃekwa,,FEW,Constenla Umaña 2005
2060,Cogui,nauan'gaba,,FEW,Constenla Umaña 2005
2061,Ika,in'gɨ,,FEW,Constenla Umaña 2005
2062,Damana,'ungwɨzi,c,FEW,Constenla Umaña 2005
2063,Chimila,di:saʔaʔsu,,FEW,Constenla Umaña 2005
2064,Chibcha,hitʲɨkɨ,,FEW,Constenla Umaña 2005
2065,Central Tunebo,'konua,,FEW,Constenla Umaña 2005
2066,Barí,kobakkani.,,FEW,Constenla Umaña 2005
2067,Lenca-Salvador,kas,a,WHAT,Constenla Umaña 2005
2068,Lenca-Honduras,kari,a,WHAT,Constenla Umaña 2005
2069,Cacaopera,pi,,WHAT,Constenla Umaña 2005
2070,Mayangna,di,b,WHAT,Constenla Umaña 2005
2071,Ulua,di,b,WHAT,Constenla Umaña 2005
2072,Mískito,dia,b,WHAT,Constenla Umaña 2005
2073,Pech,ĩ́,c,WHAT,Constenla Umaña 2005
2074,Rama,ja:kal,e,WHAT,Constenla Umaña 2005
2075,Maléku Jaíka,oro:ki,,WHAT,Constenla Umaña 2005
2076,Boruca,í,c,WHAT,Constenla Umaña 2005
2077,Bribri,í,c,WHAT,Constenla Umaña 2005
2078,Cabécar,hìdʊ́,c,WHAT,Constenla Umaña 2005
2079,Teribe,ʒɪ̀,,WHAT,Constenla Umaña 2005
2080,Ngäbere,geɾe,,WHAT,Constenla Umaña 2005
2081,Boruca,dʒema,c,WHAT,Constenla Umaña 2005
2082,Dorasque,ee,,WHAT,Constenla Umaña 2005
2083,San Blas Kuna,ipi,c,WHAT,Constenla Umaña 2005
2084,Cogui,hi,c,WHAT,Constenla Umaña 2005
2085,Ika,'inɨ,c,WHAT,Constenla Umaña 2005
2086,Damana,ni,b,WHAT,Constenla Umaña 2005
2087,Chimila,ki:ɾi,,WHAT,Constenla Umaña 2005
2088,Chibcha,ipkua,c,WHAT,Constenla Umaña 2005
2089,Central Tunebo,'ikuɾ,c,WHAT,Constenla Umaña 2005
2090,Barí,aibi,,WHAT,Constenla Umaña 2005
2091,Lenca-Salvador,jolo,a,LAUGH,Constenla Umaña 2005
2092,Lenca-Honduras,jol,a,LAUGH,Constenla Umaña 2005
2093,Cacaopera,isnawa,,LAUGH,Constenla Umaña 2005
2094,Mayangna,aɾa,b,LAUGH,Constenla Umaña 2005
2095,Ulua,kawaɾa,b,LAUGH,Constenla Umaña 2005
2096,Mískito,kik,,LAUGH,Constenla Umaña 2005
2097,Pech,aɾkõ̀h,b,LAUGH,Constenla Umaña 2005
2098,Rama,kulk,,LAUGH,Constenla Umaña 2005
2099,Maléku Jaíka,oi:,c,LAUGH,Constenla Umaña 2005
2100,Boruca,ʃìt,ch,LAUGH,Constenla Umaña 2005
2101,Bribri,adʒĩ,c,LAUGH,Constenla Umaña 2005
2102,Cabécar,hadʒẽ,c,LAUGH,Constenla Umaña 2005
2103,Teribe,háɾ,,LAUGH,Constenla Umaña 2005
2104,Ngäbere,kɯdɯ,,LAUGH,Constenla Umaña 2005
2105,Boruca,gidate,,LAUGH,Constenla Umaña 2005
2106,Dorasque,"ayig, ahiása",c,LAUGH,Constenla Umaña 2005
2107,San Blas Kuna,all,b,LAUGH,Constenla Umaña 2005
2108,Cogui,'ʃimihĩ,d,LAUGH,Constenla Umaña 2005
2109,Ika,'sem,d,LAUGH,Constenla Umaña 2005
2110,Damana,ʒiʃim,d,LAUGH,Constenla Umaña 2005
2111,Chimila,ha:ɾa,b,LAUGH,Constenla Umaña 2005
2112,Chibcha,ɣɨua,,LAUGH,Constenla Umaña 2005
2113,Central Tunebo,si'si,ch,LAUGH,Constenla Umaña 2005
2114,Barí,an,b,LAUGH,Constenla Umaña 2005
2115,Lenca-Salvador,wesaN,,RED,Constenla Umaña 2005
2116,Lenca-Honduras,sewla,a,RED,Constenla Umaña 2005
2117,Cacaopera,lala,,RED,Constenla Umaña 2005
2118,Mayangna,pawni,b,RED,Constenla Umaña 2005
2119,Ulua,pawka,b,RED,Constenla Umaña 2005
2120,Mískito,pawni,b,RED,Constenla Umaña 2005
2121,Pech,pã́wã̀,b,RED,Constenla Umaña 2005
2122,Rama,sa:la,a,RED,Constenla Umaña 2005
2123,Maléku Jaíka,kata:ɬiŋ iŋa:,,RED,Constenla Umaña 2005
2124,Boruca,dɾùbát,,RED,Constenla Umaña 2005
2125,Bribri,bã̌tk,,RED,Constenla Umaña 2005
2126,Cabécar,batsɪ́,,RED,Constenla Umaña 2005
2127,Teribe,sɾɪ̀ɾɪ́n,,RED,Constenla Umaña 2005
2128,Ngäbere,tãĩ,,RED,Constenla Umaña 2005
2129,Boruca,dabeɾe,,RED,Constenla Umaña 2005
2130,Dorasque,kol,,RED,Constenla Umaña 2005
2131,San Blas Kuna,kinnitti,,RED,Constenla Umaña 2005
2132,Cogui,atsuʃi,,RED,Constenla Umaña 2005
2133,Ika,ziʔ,c,RED,Constenla Umaña 2005
2134,Damana,ɨnzisi,c,RED,Constenla Umaña 2005
